ENSMUST00000234132.2	ENSMUSG00000117547.2
ENSMUST00000236830.2-I	ENSMUSG00000024535.17-I
ENSMUST00000235675.2-I	ENSMUSG00000024535.17-I
ENSMUST00000025417.9-I	ENSMUSG00000024535.17-I
ENSMUST00000236096.2-I	ENSMUSG00000069378.15-I
ENSMUST00000091900.11-I	ENSMUSG00000069378.15-I
ENSMUST00000091900.11-I1	ENSMUSG00000069378.15-I
ENSMUST00000091900.11-I2	ENSMUSG00000069378.15-I
ENSMUST00000091900.11-I3	ENSMUSG00000069378.15-I
ENSMUST00000115399.8-I	ENSMUSG00000069378.15-I
ENSMUST00000115399.8-I1	ENSMUSG00000069378.15-I
ENSMUST00000115399.8-I2	ENSMUSG00000069378.15-I
ENSMUST00000115399.8-I3	ENSMUSG00000069378.15-I
ENSMUST00000154557.9-I	ENSMUSG00000069378.15-I
ENSMUST00000154557.9-I1	ENSMUSG00000069378.15-I
ENSMUST00000115398.2-I	ENSMUSG00000069378.15-I
ENSMUST00000115398.2-I1	ENSMUSG00000069378.15-I
ENSMUST00000115398.2-I2	ENSMUSG00000069378.15-I
ENSMUST00000236653.2-I	ENSMUSG00000118362.2-I
ENSMUST00000235670.2-I	ENSMUSG00000118362.2-I
ENSMUST00000069597.8-I	ENSMUSG00000073563.4-I
ENSMUST00000069597.8-I1	ENSMUSG00000073563.4-I
ENSMUST00000069597.8-I2	ENSMUSG00000073563.4-I
ENSMUST00000237880.2-I	ENSMUSG00000073563.4-I
ENSMUST00000237880.2-I1	ENSMUSG00000073563.4-I
ENSMUST00000237880.2-I2	ENSMUSG00000073563.4-I
ENSMUST00000236399.2-I	ENSMUSG00000073563.4-I
ENSMUST00000181269.3-I	ENSMUSG00000096982.3-I
ENSMUST00000237842.2-I	ENSMUSG00000117881.2-I
ENSMUST00000237954.2-I	ENSMUSG00000118154.2-I
ENSMUST00000237954.2-I1	ENSMUSG00000118154.2-I
ENSMUST00000237582.2-I	ENSMUSG00000096948.3-I
ENSMUST00000181538.2-I	ENSMUSG00000096948.3-I
ENSMUST00000181538.2-I1	ENSMUSG00000096948.3-I
ENSMUST00000181765.2-I	ENSMUSG00000096948.3-I
ENSMUST00000236306.2-I	ENSMUSG00000117733.2-I
ENSMUST00000235251.2-I	ENSMUSG00000118141.2-I
ENSMUST00000237355.2-I	ENSMUSG00000001700.11-I
ENSMUST00000237355.2-I1	ENSMUSG00000001700.11-I
ENSMUST00000237422.2-I	ENSMUSG00000001700.11-I
ENSMUST00000235794.2-I	ENSMUSG00000001700.11-I
ENSMUST00000070166.6-I	ENSMUSG00000001700.11-I
ENSMUST00000237716.2-I	ENSMUSG00000001700.11-I
ENSMUST00000130163.8-I	ENSMUSG00000008301.12-I
ENSMUST00000130163.8-I1	ENSMUSG00000008301.12-I
ENSMUST00000132628.8-I	ENSMUSG00000008301.12-I
ENSMUST00000132628.8-I1	ENSMUSG00000008301.12-I
ENSMUST00000008445.7-I	ENSMUSG00000008301.12-I
ENSMUST00000008445.7-I1	ENSMUSG00000008301.12-I
ENSMUST00000035640.13-I	ENSMUSG00000032900.16-I
ENSMUST00000127591.2-I	ENSMUSG00000032900.16-I
ENSMUST00000153248.2-I	ENSMUSG00000032900.16-I
ENSMUST00000147775.2-I	ENSMUSG00000032900.16-I
ENSMUST00000235602.2-I	ENSMUSG00000032900.16-I
ENSMUST00000025486.9-I	ENSMUSG00000024590.9-I
ENSMUST00000025486.9-I1	ENSMUSG00000024590.9-I
ENSMUST00000025486.9-I2	ENSMUSG00000024590.9-I
ENSMUST00000128651.2-I	ENSMUSG00000024590.9-I
ENSMUST00000128240.2-I	ENSMUSG00000087597.2-I
ENSMUST00000128240.2-I1	ENSMUSG00000087597.2-I
ENSMUST00000075770.13-I	ENSMUSG00000024593.16-I
ENSMUST00000075770.13-I1	ENSMUSG00000024593.16-I
ENSMUST00000075770.13-I2	ENSMUSG00000024593.16-I
ENSMUST00000075770.13-I3	ENSMUSG00000024593.16-I
ENSMUST00000075770.13-I4	ENSMUSG00000024593.16-I
ENSMUST00000075770.13-I5	ENSMUSG00000024593.16-I
ENSMUST00000139892.2-I	ENSMUSG00000024593.16-I
ENSMUST00000139892.2-I1	ENSMUSG00000024593.16-I
ENSMUST00000139892.2-I2	ENSMUSG00000024593.16-I
ENSMUST00000139892.2-I3	ENSMUSG00000024593.16-I
ENSMUST00000139892.2-I4	ENSMUSG00000024593.16-I
ENSMUST00000235699.2-I	ENSMUSG00000117802.2-I
ENSMUST00000235699.2-I1	ENSMUSG00000117802.2-I
ENSMUST00000235699.2-I2	ENSMUSG00000117802.2-I
ENSMUST00000235699.2-I3	ENSMUSG00000117802.2-I
ENSMUST00000025490.10-I	ENSMUSG00000024594.10-I
ENSMUST00000025490.10-I1	ENSMUSG00000024594.10-I
ENSMUST00000238069.2-I	ENSMUSG00000024594.10-I
ENSMUST00000238069.2-I1	ENSMUSG00000024594.10-I
ENSMUST00000236755.2-I	ENSMUSG00000024594.10-I
ENSMUST00000238057.2-I	ENSMUSG00000024594.10-I
ENSMUST00000236709.2-I	ENSMUSG00000024594.10-I
ENSMUST00000238028.2-I	ENSMUSG00000117864.2-I
ENSMUST00000238028.2-I1	ENSMUSG00000117864.2-I
ENSMUST00000091892.4-I	ENSMUSG00000069372.4-I
ENSMUST00000209782.2-I	ENSMUSG00000069372.4-I
ENSMUST00000209786.2-I	ENSMUSG00000069372.4-I
ENSMUST00000079738.10-I	ENSMUSG00000058925.12-I
ENSMUST00000135806.8-I	ENSMUSG00000058925.12-I
ENSMUST00000127130.9-I	ENSMUSG00000058925.12-I
ENSMUST00000123872.2-I	ENSMUSG00000058925.12-I
ENSMUST00000115366.3-I	ENSMUSG00000024597.12-I
ENSMUST00000025500.7-I	ENSMUSG00000024600.9-I
ENSMUST00000025500.7-I1	ENSMUSG00000024600.9-I
ENSMUST00000025500.7-I2	ENSMUSG00000024600.9-I
ENSMUST00000025500.7-I3	ENSMUSG00000024600.9-I
ENSMUST00000025503.10-I	ENSMUSG00000024601.10-I
ENSMUST00000025503.10-I1	ENSMUSG00000024601.10-I
ENSMUST00000238139.2-I	ENSMUSG00000024601.10-I
ENSMUST00000238139.2-I1	ENSMUSG00000024601.10-I
ENSMUST00000235435.2-I	ENSMUSG00000118337.2-I
ENSMUST00000052907.7-I	ENSMUSG00000053441.6-I
ENSMUST00000052907.7-I1	ENSMUSG00000053441.6-I
ENSMUST00000052907.7-I2	ENSMUSG00000053441.6-I
ENSMUST00000052907.7-I3	ENSMUSG00000053441.6-I
ENSMUST00000052907.7-I4	ENSMUSG00000053441.6-I
ENSMUST00000052907.7-I5	ENSMUSG00000053441.6-I
ENSMUST00000236901.2-I	ENSMUSG00000053441.6-I
ENSMUST00000237964.2-I	ENSMUSG00000053441.6-I
ENSMUST00000237964.2-I1	ENSMUSG00000053441.6-I
ENSMUST00000237964.2-I2	ENSMUSG00000053441.6-I
ENSMUST00000237536.2-I	ENSMUSG00000053441.6-I
ENSMUST00000117064.8-I	ENSMUSG00000050875.12-I
ENSMUST00000117064.8-I1	ENSMUSG00000050875.12-I
ENSMUST00000165666.9-I	ENSMUSG00000050875.12-I
ENSMUST00000165666.9-I1	ENSMUSG00000050875.12-I
ENSMUST00000058633.9-I	ENSMUSG00000050875.12-I
ENSMUST00000058633.9-I1	ENSMUSG00000050875.12-I
ENSMUST00000175897.8-I	ENSMUSG00000050875.12-I
ENSMUST00000175897.8-I1	ENSMUSG00000050875.12-I
ENSMUST00000118510.8-I	ENSMUSG00000050875.12-I
ENSMUST00000118510.8-I1	ENSMUSG00000050875.12-I
ENSMUST00000118510.8-I2	ENSMUSG00000050875.12-I
ENSMUST00000154125.2-I	ENSMUSG00000050875.12-I
ENSMUST00000154125.2-I1	ENSMUSG00000050875.12-I
ENSMUST00000175830.2-I	ENSMUSG00000050875.12-I
ENSMUST00000175830.2-I1	ENSMUSG00000050875.12-I
ENSMUST00000237594.2-I	ENSMUSG00000058152.9-I
ENSMUST00000238155.2-I	ENSMUSG00000058152.9-I
ENSMUST00000238155.2-I1	ENSMUSG00000058152.9-I
ENSMUST00000238155.2-I2	ENSMUSG00000058152.9-I
ENSMUST00000238155.2-I3	ENSMUSG00000058152.9-I
ENSMUST00000080721.6-I	ENSMUSG00000058152.9-I
ENSMUST00000080721.6-I1	ENSMUSG00000058152.9-I
ENSMUST00000238950.2-I	ENSMUSG00000118538.2-I
ENSMUST00000031549.6-I	ENSMUSG00000073555.2-I
ENSMUST00000171297.2-I	ENSMUSG00000090942.2-I
ENSMUST00000237794.2-I	ENSMUSG00000054072.13-I
ENSMUST00000235989.2-I	ENSMUSG00000054072.13-I
ENSMUST00000032473.7-I	ENSMUSG00000054072.13-I
ENSMUST00000032473.7-I1	ENSMUSG00000054072.13-I
ENSMUST00000066912.13-I	ENSMUSG00000054072.13-I
ENSMUST00000237185.2-I	ENSMUSG00000054072.13-I
ENSMUST00000051629.9-I	ENSMUSG00000073554.4-I
ENSMUST00000223984.2-I	ENSMUSG00000024603.9-I
ENSMUST00000223984.2-I1	ENSMUSG00000024603.9-I
ENSMUST00000025505.7-I	ENSMUSG00000024603.9-I
ENSMUST00000025505.7-I1	ENSMUSG00000024603.9-I
ENSMUST00000223590.2-I	ENSMUSG00000024603.9-I
ENSMUST00000223794.2-I	ENSMUSG00000024603.9-I
ENSMUST00000223794.2-I1	ENSMUSG00000024603.9-I
ENSMUST00000225005.2-I	ENSMUSG00000024603.9-I
ENSMUST00000224778.2-I	ENSMUSG00000024603.9-I
ENSMUST00000025506.7-I	ENSMUSG00000024604.8-I
ENSMUST00000025506.7-I1	ENSMUSG00000024604.8-I
ENSMUST00000025506.7-I2	ENSMUSG00000024604.8-I
ENSMUST00000160020.2-I	ENSMUSG00000024604.8-I
ENSMUST00000161544.2-I	ENSMUSG00000024604.8-I
ENSMUST00000161544.2-I1	ENSMUSG00000024604.8-I
ENSMUST00000159203.2-I	ENSMUSG00000024604.8-I
ENSMUST00000160353.2-I	ENSMUSG00000024604.8-I
ENSMUST00000236652.2-I	ENSMUSG00000024608.12-I
ENSMUST00000235966.2-I	ENSMUSG00000024608.12-I
ENSMUST00000235966.2-I1	ENSMUSG00000024608.12-I
ENSMUST00000235603.2-I	ENSMUSG00000024608.12-I
ENSMUST00000235603.2-I1	ENSMUSG00000024608.12-I
ENSMUST00000025511.11-I	ENSMUSG00000024608.12-I
ENSMUST00000142980.2-I	ENSMUSG00000024608.12-I
ENSMUST00000118551.8-I	ENSMUSG00000024608.12-I
ENSMUST00000127568.8-I	ENSMUSG00000024608.12-I
ENSMUST00000137400.8-I	ENSMUSG00000024608.12-I
ENSMUST00000122279.2-I	ENSMUSG00000024608.12-I
ENSMUST00000237097.2-I	ENSMUSG00000024610.16-I
ENSMUST00000097563.9-I	ENSMUSG00000024610.16-I
ENSMUST00000097563.9-I1	ENSMUSG00000024610.16-I
ENSMUST00000050487.16-I	ENSMUSG00000024610.16-I
ENSMUST00000167610.2-I	ENSMUSG00000024610.16-I
ENSMUST00000167610.2-I1	ENSMUSG00000024610.16-I
ENSMUST00000167610.2-I2	ENSMUSG00000024610.16-I
ENSMUST00000238179.2-I	ENSMUSG00000024610.16-I
ENSMUST00000040359.6-I	ENSMUSG00000036412.6-I
ENSMUST00000102888.10-I	ENSMUSG00000024617.17-I
ENSMUST00000102888.10-I1	ENSMUSG00000024617.17-I
ENSMUST00000134496.2-I	ENSMUSG00000024617.17-I
ENSMUST00000025519.11-I	ENSMUSG00000024617.17-I
ENSMUST00000025519.11-I1	ENSMUSG00000024617.17-I
ENSMUST00000115297.8-I	ENSMUSG00000024617.17-I
ENSMUST00000137805.3-I	ENSMUSG00000024617.17-I
ENSMUST00000115295.9-I	ENSMUSG00000024617.17-I
ENSMUST00000115295.9-I1	ENSMUSG00000024617.17-I
ENSMUST00000039904.7-I	ENSMUSG00000024617.17-I
ENSMUST00000039904.7-I1	ENSMUSG00000024617.17-I
ENSMUST00000025522.11-I	ENSMUSG00000024620.12-I
ENSMUST00000025522.11-I1	ENSMUSG00000024620.12-I
ENSMUST00000025522.11-I2	ENSMUSG00000024620.12-I
ENSMUST00000025522.11-I3	ENSMUSG00000024620.12-I
ENSMUST00000025522.11-I4	ENSMUSG00000024620.12-I
ENSMUST00000025522.11-I5	ENSMUSG00000024620.12-I
ENSMUST00000025522.11-I6	ENSMUSG00000024620.12-I
ENSMUST00000115274.2-I	ENSMUSG00000024620.12-I
ENSMUST00000115274.2-I1	ENSMUSG00000024620.12-I
ENSMUST00000115274.2-I2	ENSMUSG00000024620.12-I
ENSMUST00000115274.2-I3	ENSMUSG00000024620.12-I
ENSMUST00000115274.2-I4	ENSMUSG00000024620.12-I
ENSMUST00000115274.2-I5	ENSMUSG00000024620.12-I
ENSMUST00000115274.2-I6	ENSMUSG00000024620.12-I
ENSMUST00000237873.2-I	ENSMUSG00000024621.17-I
ENSMUST00000025523.13-I	ENSMUSG00000024621.17-I
ENSMUST00000025523.13-I1	ENSMUSG00000024621.17-I
ENSMUST00000025523.13-I2	ENSMUSG00000024621.17-I
ENSMUST00000025523.13-I3	ENSMUSG00000024621.17-I
ENSMUST00000025523.13-I4	ENSMUSG00000024621.17-I
ENSMUST00000025523.13-I5	ENSMUSG00000024621.17-I
ENSMUST00000235447.2-I	ENSMUSG00000024621.17-I
ENSMUST00000235447.2-I1	ENSMUSG00000024621.17-I
ENSMUST00000237706.2-I	ENSMUSG00000024621.17-I
ENSMUST00000115268.4-I	ENSMUSG00000024621.17-I
ENSMUST00000115268.4-I1	ENSMUSG00000024621.17-I
ENSMUST00000115268.4-I2	ENSMUSG00000024621.17-I
ENSMUST00000115268.4-I3	ENSMUSG00000024621.17-I
ENSMUST00000115268.4-I4	ENSMUSG00000024621.17-I
ENSMUST00000237485.2-I	ENSMUSG00000024621.17-I
ENSMUST00000237485.2-I1	ENSMUSG00000024621.17-I
ENSMUST00000237485.2-I2	ENSMUSG00000024621.17-I
ENSMUST00000237485.2-I3	ENSMUSG00000024621.17-I
ENSMUST00000237485.2-I4	ENSMUSG00000024621.17-I
ENSMUST00000025468.15-I	ENSMUSG00000024575.17-I
ENSMUST00000135688.2-I	ENSMUSG00000024575.17-I
ENSMUST00000237683.2-I	ENSMUSG00000117713.2-I
ENSMUST00000165123.8-I	ENSMUSG00000024576.15-I
ENSMUST00000165721.8-I	ENSMUSG00000024576.15-I
ENSMUST00000115246.9-I	ENSMUSG00000024576.15-I
ENSMUST00000166990.8-I	ENSMUSG00000024576.15-I
ENSMUST00000163205.8-I	ENSMUSG00000024576.15-I
ENSMUST00000165381.2-I	ENSMUSG00000024576.15-I
ENSMUST00000170862.8-I	ENSMUSG00000024576.15-I
ENSMUST00000167187.8-I	ENSMUSG00000024576.15-I
ENSMUST00000164253.2-I	ENSMUSG00000024576.15-I
ENSMUST00000170482.2-I	ENSMUSG00000024576.15-I
ENSMUST00000183083.8-I	ENSMUSG00000098098.8-I
ENSMUST00000183083.8-I1	ENSMUSG00000098098.8-I
ENSMUST00000183087.2-I	ENSMUSG00000098098.8-I
ENSMUST00000183087.2-I1	ENSMUSG00000098098.8-I
ENSMUST00000237575.2-I	ENSMUSG00000024578.4-I
ENSMUST00000237575.2-I1	ENSMUSG00000024578.4-I
ENSMUST00000235713.2-I	ENSMUSG00000024578.4-I
ENSMUST00000235713.2-I1	ENSMUSG00000024578.4-I
ENSMUST00000025471.4-I	ENSMUSG00000024578.4-I
ENSMUST00000025471.4-I1	ENSMUSG00000024578.4-I
ENSMUST00000184678.2-I	ENSMUSG00000098702.2-I
ENSMUST00000184530.2-I	ENSMUSG00000098702.2-I
ENSMUST00000051720.6-I	ENSMUSG00000045629.9-I
ENSMUST00000051720.6-I1	ENSMUSG00000045629.9-I
ENSMUST00000051720.6-I2	ENSMUSG00000045629.9-I
ENSMUST00000051720.6-I3	ENSMUSG00000045629.9-I
ENSMUST00000051720.6-I4	ENSMUSG00000045629.9-I
ENSMUST00000051720.6-I5	ENSMUSG00000045629.9-I
ENSMUST00000235860.2-I	ENSMUSG00000045629.9-I
ENSMUST00000235860.2-I1	ENSMUSG00000045629.9-I
ENSMUST00000235860.2-I2	ENSMUSG00000045629.9-I
ENSMUST00000235860.2-I3	ENSMUSG00000045629.9-I
ENSMUST00000235860.2-I4	ENSMUSG00000045629.9-I
ENSMUST00000235860.2-I5	ENSMUSG00000045629.9-I
ENSMUST00000235652.2-I	ENSMUSG00000045629.9-I
ENSMUST00000235652.2-I1	ENSMUSG00000045629.9-I
ENSMUST00000235652.2-I2	ENSMUSG00000045629.9-I
ENSMUST00000235652.2-I3	ENSMUSG00000045629.9-I
ENSMUST00000235652.2-I4	ENSMUSG00000045629.9-I
ENSMUST00000236759.2-I	ENSMUSG00000045629.9-I
ENSMUST00000236759.2-I1	ENSMUSG00000045629.9-I
ENSMUST00000236759.2-I2	ENSMUSG00000045629.9-I
ENSMUST00000236759.2-I3	ENSMUSG00000045629.9-I
ENSMUST00000236502.2-I	ENSMUSG00000118370.2-I
ENSMUST00000067743.2-I	ENSMUSG00000054589.2-I
ENSMUST00000027560.8-I	ENSMUSG00000026322.10-I
ENSMUST00000027560.8-I1	ENSMUSG00000026322.10-I
ENSMUST00000027560.8-I2	ENSMUSG00000026322.10-I
ENSMUST00000237114.2-I	ENSMUSG00000026322.10-I
ENSMUST00000237114.2-I1	ENSMUSG00000026322.10-I
ENSMUST00000237114.2-I2	ENSMUSG00000026322.10-I
ENSMUST00000238081.2-I	ENSMUSG00000026322.10-I
ENSMUST00000238081.2-I1	ENSMUSG00000026322.10-I
ENSMUST00000238081.2-I2	ENSMUSG00000026322.10-I
ENSMUST00000236691.2-I	ENSMUSG00000026322.10-I
ENSMUST00000236691.2-I1	ENSMUSG00000026322.10-I
ENSMUST00000236691.2-I2	ENSMUSG00000026322.10-I
ENSMUST00000055725.12-I	ENSMUSG00000044176.13-I
ENSMUST00000162365.8-I	ENSMUSG00000044176.13-I
ENSMUST00000160316.8-I	ENSMUSG00000044176.13-I
ENSMUST00000087562.11-I	ENSMUSG00000044176.13-I
ENSMUST00000161674.2-I	ENSMUSG00000044176.13-I
ENSMUST00000162511.3-I	ENSMUSG00000044176.13-I
ENSMUST00000236939.2-I	ENSMUSG00000117712.2-I
ENSMUST00000236135.2-I	ENSMUSG00000071847.14-I
ENSMUST00000236135.2-I1	ENSMUSG00000071847.14-I
ENSMUST00000236135.2-I2	ENSMUSG00000071847.14-I
ENSMUST00000236135.2-I3	ENSMUSG00000071847.14-I
ENSMUST00000096554.12-I	ENSMUSG00000071847.14-I
ENSMUST00000096554.12-I1	ENSMUSG00000071847.14-I
ENSMUST00000096554.12-I2	ENSMUSG00000071847.14-I
ENSMUST00000096554.12-I3	ENSMUSG00000071847.14-I
ENSMUST00000163716.3-I	ENSMUSG00000071847.14-I
ENSMUST00000163716.3-I1	ENSMUSG00000071847.14-I
ENSMUST00000163716.3-I2	ENSMUSG00000071847.14-I
ENSMUST00000163716.3-I3	ENSMUSG00000071847.14-I
ENSMUST00000163716.3-I4	ENSMUSG00000071847.14-I
ENSMUST00000237428.2-I	ENSMUSG00000071847.14-I
ENSMUST00000237428.2-I1	ENSMUSG00000071847.14-I
ENSMUST00000025474.14-I	ENSMUSG00000024581.14-I
ENSMUST00000237864.2-I	ENSMUSG00000024581.14-I
ENSMUST00000237157.2-I	ENSMUSG00000024581.14-I
ENSMUST00000126870.2-I	ENSMUSG00000024581.14-I
ENSMUST00000137849.3-I	ENSMUSG00000024581.14-I
ENSMUST00000150267.2-I	ENSMUSG00000024581.14-I
ENSMUST00000236087.2-I	ENSMUSG00000024581.14-I
ENSMUST00000236925.2-I	ENSMUSG00000024581.14-I
ENSMUST00000235372.2-I	ENSMUSG00000024581.14-I
ENSMUST00000237483.2-I	ENSMUSG00000024581.14-I
ENSMUST00000133593.3-I	ENSMUSG00000024581.14-I
ENSMUST00000236193.2-I	ENSMUSG00000024581.14-I
ENSMUST00000154563.8-I	ENSMUSG00000024581.14-I
ENSMUST00000155440.8-I	ENSMUSG00000024581.14-I
ENSMUST00000124837.2-I	ENSMUSG00000024581.14-I
ENSMUST00000183218.3-I	ENSMUSG00000097980.3-I
ENSMUST00000236573.2-I	ENSMUSG00000097980.3-I
ENSMUST00000235841.2-I	ENSMUSG00000097980.3-I
ENSMUST00000237281.2-I	ENSMUSG00000097980.3-I
ENSMUST00000072726.7-I	ENSMUSG00000040560.11-I
ENSMUST00000072726.7-I1	ENSMUSG00000040560.11-I
ENSMUST00000072726.7-I2	ENSMUSG00000040560.11-I
ENSMUST00000072726.7-I3	ENSMUSG00000040560.11-I
ENSMUST00000072726.7-I4	ENSMUSG00000040560.11-I
ENSMUST00000072726.7-I5	ENSMUSG00000040560.11-I
ENSMUST00000072726.7-I6	ENSMUSG00000040560.11-I
ENSMUST00000072726.7-I7	ENSMUSG00000040560.11-I
ENSMUST00000072726.7-I8	ENSMUSG00000040560.11-I
ENSMUST00000235648.2-I	ENSMUSG00000040560.11-I
ENSMUST00000235648.2-I1	ENSMUSG00000040560.11-I
ENSMUST00000235648.2-I2	ENSMUSG00000040560.11-I
ENSMUST00000236956.2-I	ENSMUSG00000040560.11-I
ENSMUST00000236956.2-I1	ENSMUSG00000040560.11-I
ENSMUST00000236956.2-I2	ENSMUSG00000040560.11-I
ENSMUST00000236956.2-I3	ENSMUSG00000040560.11-I
ENSMUST00000236956.2-I4	ENSMUSG00000040560.11-I
ENSMUST00000236956.2-I5	ENSMUSG00000040560.11-I
ENSMUST00000236879.2-I	ENSMUSG00000040560.11-I
ENSMUST00000236879.2-I1	ENSMUSG00000040560.11-I
ENSMUST00000236879.2-I2	ENSMUSG00000040560.11-I
ENSMUST00000236879.2-I3	ENSMUSG00000040560.11-I
ENSMUST00000236879.2-I4	ENSMUSG00000040560.11-I
ENSMUST00000236879.2-I5	ENSMUSG00000040560.11-I
ENSMUST00000236879.2-I6	ENSMUSG00000040560.11-I
ENSMUST00000236879.2-I7	ENSMUSG00000040560.11-I
ENSMUST00000236879.2-I8	ENSMUSG00000040560.11-I
ENSMUST00000235428.2-I	ENSMUSG00000040560.11-I
ENSMUST00000025477.15-I	ENSMUSG00000056812.15-I
ENSMUST00000025477.15-I1	ENSMUSG00000056812.15-I
ENSMUST00000025477.15-I2	ENSMUSG00000056812.15-I
ENSMUST00000237770.2-I	ENSMUSG00000056812.15-I
ENSMUST00000237770.2-I1	ENSMUSG00000056812.15-I
ENSMUST00000237956.2-I	ENSMUSG00000056812.15-I
ENSMUST00000139622.3-I	ENSMUSG00000056812.15-I
ENSMUST00000139622.3-I1	ENSMUSG00000056812.15-I
ENSMUST00000134064.2-I	ENSMUSG00000056812.15-I
ENSMUST00000237474.2-I	ENSMUSG00000056812.15-I
ENSMUST00000129518.2-I	ENSMUSG00000056812.15-I
ENSMUST00000235877.2-I	ENSMUSG00000118264.2-I
ENSMUST00000235716.2-I	ENSMUSG00000118264.2-I
ENSMUST00000175965.10-I	ENSMUSG00000045991.20-I
ENSMUST00000235343.2-I	ENSMUSG00000024589.19-I
ENSMUST00000235343.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000235343.2-I2	ENSMUSG00000024589.19-I
ENSMUST00000235343.2-I3	ENSMUSG00000024589.19-I
ENSMUST00000235204.2-I	ENSMUSG00000024589.19-I
ENSMUST00000236209.2-I	ENSMUSG00000024589.19-I
ENSMUST00000236209.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000236209.2-I2	ENSMUSG00000024589.19-I
ENSMUST00000236209.2-I3	ENSMUSG00000024589.19-I
ENSMUST00000225057.3-I	ENSMUSG00000024589.19-I
ENSMUST00000236736.2-I	ENSMUSG00000024589.19-I
ENSMUST00000236736.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000236736.2-I2	ENSMUSG00000024589.19-I
ENSMUST00000236736.2-I3	ENSMUSG00000024589.19-I
ENSMUST00000235743.2-I	ENSMUSG00000024589.19-I
ENSMUST00000235743.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000235743.2-I2	ENSMUSG00000024589.19-I
ENSMUST00000235743.2-I3	ENSMUSG00000024589.19-I
ENSMUST00000225261.3-I	ENSMUSG00000024589.19-I
ENSMUST00000236929.2-I	ENSMUSG00000024589.19-I
ENSMUST00000224385.3-I	ENSMUSG00000024589.19-I
ENSMUST00000223959.2-I	ENSMUSG00000024589.19-I
ENSMUST00000163516.9-I	ENSMUSG00000024589.19-I
ENSMUST00000163516.9-I1	ENSMUSG00000024589.19-I
ENSMUST00000163516.9-I2	ENSMUSG00000024589.19-I
ENSMUST00000163516.9-I3	ENSMUSG00000024589.19-I
ENSMUST00000237384.2-I	ENSMUSG00000024589.19-I
ENSMUST00000237384.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000237384.2-I2	ENSMUSG00000024589.19-I
ENSMUST00000237384.2-I3	ENSMUSG00000024589.19-I
ENSMUST00000236898.2-I	ENSMUSG00000024589.19-I
ENSMUST00000236898.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000236898.2-I2	ENSMUSG00000024589.19-I
ENSMUST00000236898.2-I3	ENSMUSG00000024589.19-I
ENSMUST00000237410.2-I	ENSMUSG00000024589.19-I
ENSMUST00000237410.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000237410.2-I2	ENSMUSG00000024589.19-I
ENSMUST00000237410.2-I3	ENSMUSG00000024589.19-I
ENSMUST00000224516.2-I	ENSMUSG00000024589.19-I
ENSMUST00000238122.2-I	ENSMUSG00000024589.19-I
ENSMUST00000080418.7-I	ENSMUSG00000024589.19-I
ENSMUST00000080418.7-I1	ENSMUSG00000024589.19-I
ENSMUST00000080418.7-I2	ENSMUSG00000024589.19-I
ENSMUST00000080418.7-I3	ENSMUSG00000024589.19-I
ENSMUST00000237854.2-I	ENSMUSG00000024589.19-I
ENSMUST00000237854.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000237854.2-I2	ENSMUSG00000024589.19-I
ENSMUST00000237854.2-I3	ENSMUSG00000024589.19-I
ENSMUST00000224890.2-I	ENSMUSG00000024589.19-I
ENSMUST00000224890.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000226058.2-I	ENSMUSG00000024589.19-I
ENSMUST00000226058.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000226058.2-I2	ENSMUSG00000024589.19-I
ENSMUST00000226058.2-I3	ENSMUSG00000024589.19-I
ENSMUST00000236103.2-I	ENSMUSG00000024589.19-I
ENSMUST00000236103.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000236103.2-I2	ENSMUSG00000024589.19-I
ENSMUST00000236103.2-I3	ENSMUSG00000024589.19-I
ENSMUST00000224347.3-I	ENSMUSG00000024589.19-I
ENSMUST00000224347.3-I1	ENSMUSG00000024589.19-I
ENSMUST00000224347.3-I2	ENSMUSG00000024589.19-I
ENSMUST00000224347.3-I3	ENSMUSG00000024589.19-I
ENSMUST00000236764.2-I	ENSMUSG00000024589.19-I
ENSMUST00000224663.3-I	ENSMUSG00000024589.19-I
ENSMUST00000224663.3-I1	ENSMUSG00000024589.19-I
ENSMUST00000224663.3-I2	ENSMUSG00000024589.19-I
ENSMUST00000224663.3-I3	ENSMUSG00000024589.19-I
ENSMUST00000236595.2-I	ENSMUSG00000024589.19-I
ENSMUST00000238376.2-I	ENSMUSG00000024589.19-I
ENSMUST00000235310.2-I	ENSMUSG00000024589.19-I
ENSMUST00000235577.2-I	ENSMUSG00000024589.19-I
ENSMUST00000235577.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000235571.2-I	ENSMUSG00000024589.19-I
ENSMUST00000237644.2-I	ENSMUSG00000024589.19-I
ENSMUST00000237644.2-I1	ENSMUSG00000024589.19-I
